,Star_ID,time__sum_values,time__median,time__mean,time__length,time__standard_deviation,time__variance,time__root_mean_square,time__maximum,time__absolute_maximum,time__minimum,flux__sum_values,flux__median,flux__mean,flux__length,flux__standard_deviation,flux__variance,flux__root_mean_square,flux__maximum,flux__absolute_maximum,flux__minimum,flux_err__sum_values,flux_err__median,flux_err__mean,flux_err__length,flux_err__standard_deviation,flux_err__variance,flux_err__root_mean_square,flux_err__maximum,flux_err__absolute_maximum,flux_err__minimum,centroid_col__sum_values,centroid_col__median,centroid_col__mean,centroid_col__length,centroid_col__standard_deviation,centroid_col__variance,centroid_col__root_mean_square,centroid_col__maximum,centroid_col__absolute_maximum,centroid_col__minimum,centroid_row__sum_values,centroid_row__median,centroid_row__mean,centroid_row__length,centroid_row__standard_deviation,centroid_row__variance,centroid_row__root_mean_square,centroid_row__maximum,centroid_row__absolute_maximum,centroid_row__minimum,cadenceno__sum_values,cadenceno__median,cadenceno__mean,cadenceno__length,cadenceno__standard_deviation,cadenceno__variance,cadenceno__root_mean_square,cadenceno__maximum,cadenceno__absolute_maximum,cadenceno__minimum,quality__sum_values,quality__median,quality__mean,quality__length,quality__standard_deviation,quality__variance,quality__root_mean_square,quality__maximum,quality__absolute_maximum,quality__minimum,Boolean
1,TOI-1246,31262020.58,1696.342713,1696.809628,18424,7.89444125,62.32220264,1696.827992,1710.2031,1710.2031,1683.353195,88012899.4,4777.115967,4777.078778,18424,9.826442409,96.55897041,4777.088884,4826.711914,4826.711914,4733.502441,184924.4735,9.995959759,10.03715119,18424,0.164084792,0.026923819,10.03849231,10.49778748,10.49778748,9.775432587,5585961.918,303.189293,303.1894224,18424,0.004365077,1.90539E-05,303.1894224,303.2107824,303.2107824,303.1690387,36752089.46,1994.794465,1994.794261,18424,0.009229457,8.51829E-05,1994.794261,1994.82693,1994.82693,1994.758802,6226126923,337599.5,337935.6775,18424,5684.017755,32308057.84,337983.4762,347579,347579,328247,24445440,0,1326.825879,18424,6458.797652,41716067.11,6593.673788,32768,32768,0,1
1,TOI-1246,31262020.58,1696.342713,1696.809628,18424,7.89444125,62.32220264,1696.827992,1710.2031,1710.2031,1683.353195,88012899.4,4777.115967,4777.078778,18424,9.826442409,96.55897041,4777.088884,4826.711914,4826.711914,4733.502441,184924.4735,9.995959759,10.03715119,18424,0.164084792,0.026923819,10.03849231,10.49778748,10.49778748,9.775432587,5585961.918,303.189293,303.1894224,18424,0.004365077,1.90539E-05,303.1894224,303.2107824,303.2107824,303.1690387,36752089.46,1994.794465,1994.794261,18424,0.009229457,8.51829E-05,1994.794261,1994.82693,1994.82693,1994.758802,6226126923,337599.5,337935.6775,18424,5684.017755,32308057.84,337983.4762,347579,347579,328247,24445440,0,1326.825879,18424,6458.797652,41716067.11,6593.673788,32768,32768,0,1
1,TOI-1246,31262020.58,1696.342713,1696.809628,18424,7.89444125,62.32220264,1696.827992,1710.2031,1710.2031,1683.353195,88012899.4,4777.115967,4777.078778,18424,9.826442409,96.55897041,4777.088884,4826.711914,4826.711914,4733.502441,184924.4735,9.995959759,10.03715119,18424,0.164084792,0.026923819,10.03849231,10.49778748,10.49778748,9.775432587,5585961.918,303.189293,303.1894224,18424,0.004365077,1.90539E-05,303.1894224,303.2107824,303.2107824,303.1690387,36752089.46,1994.794465,1994.794261,18424,0.009229457,8.51829E-05,1994.794261,1994.82693,1994.82693,1994.758802,6226126923,337599.5,337935.6775,18424,5684.017755,32308057.84,337983.4762,347579,347579,328247,24445440,0,1326.825879,18424,6458.797652,41716067.11,6593.673788,32768,32768,0,1
1,TOI-1246,31262020.58,1696.342713,1696.809628,18424,7.89444125,62.32220264,1696.827992,1710.2031,1710.2031,1683.353195,88012899.4,4777.115967,4777.078778,18424,9.826442409,96.55897041,4777.088884,4826.711914,4826.711914,4733.502441,184924.4735,9.995959759,10.03715119,18424,0.164084792,0.026923819,10.03849231,10.49778748,10.49778748,9.775432587,5585961.918,303.189293,303.1894224,18424,0.004365077,1.90539E-05,303.1894224,303.2107824,303.2107824,303.1690387,36752089.46,1994.794465,1994.794261,18424,0.009229457,8.51829E-05,1994.794261,1994.82693,1994.82693,1994.758802,6226126923,337599.5,337935.6775,18424,5684.017755,32308057.84,337983.4762,347579,347579,328247,24445440,0,1326.825879,18424,6458.797652,41716067.11,6593.673788,32768,32768,0,1
1,TOI-2048,29274962.03,1750.340887,1750.999583,16719,7.318439953,53.55956334,1751.014877,1763.31712,1763.31712,1738.650827,119700383.8,7161.651855,7159.542067,16719,23.77965764,565.4721175,7159.581557,7236.487305,7236.487305,7073.092285,263183.1213,15.61155605,15.74155879,16719,0.393393152,0.154758172,15.74647361,17.73771286,17.73771286,15.40807056,9301781.114,556.3613437,556.3598968,16719,0.00934897,8.74032E-05,556.3598968,556.3952005,556.3952005,556.3237401,792257.2397,47.38384677,47.38664033,16719,0.024505783,0.000600533,47.38664666,47.4421495,47.4421495,47.32188075,6302281589,376479,376953.2621,16719,5269.356868,27766121.81,376990.09,385822,385822,368062,7372800,0,440.9833124,16719,1269.567393,1611801.366,1343.974571,4096,4096,0,1
1,HIP 97166,31262029.82,1696.343208,1696.810129,18424,7.89461309,62.32491583,1696.828495,1710.203884,1710.203884,1683.353396,638358581.6,34676.97852,34648.20786,18424,79.7617896,6361.943081,34648.29966,34845.73828,34845.73828,34391.87109,475411.1885,25.77016544,25.80390732,18424,0.145411681,0.021144557,25.80431703,26.2449894,26.2449894,25.51729012,35438213.88,1923.480825,1923.480996,18424,0.011435158,0.000130763,1923.480996,1923.515934,1923.515934,1923.448108,25083006.54,1361.429634,1361.431098,18424,0.010625555,0.000112902,1361.431098,1361.472067,1361.472067,1361.394941,6226126923,337599.5,337935.6775,18424,5684.017755,32308057.84,337983.4762,347579,347579,328247,512,0,0.027789839,18424,3.771952474,14.22762547,3.772054843,512,512,0,1
1,TOI-220,24472944.24,1338.14395,1338.855749,18279,8.162967885,66.63404469,1338.880634,1353.175965,1353.175965,1325.295291,375220218.3,20527.90625,20527.39309,18279,25.60248387,655.4871804,20527.40906,22446.69141,22446.69141,20273.83008,299456.2164,16.45133209,16.38252729,18279,0.202579264,0.041038358,16.38377975,17.08099937,17.08099937,15.98394585,8101274.979,443.201349,443.2012134,18279,0.006298211,3.96675E-05,443.2012134,443.2394885,443.2394885,443.06931,26818268.55,1467.164435,1467.162785,18279,0.028944609,0.00083779,1467.162785,1467.24831,1467.24831,1467.068043,1466130977,79696,80208.48936,18279,5877.311668,34542792.44,80423.53236,90519,90519,70445,1536,0,0.084030855,18279,6.558714555,43.01673662,6.559252839,512,512,0,1
1,TOI-125,24472994.65,1338.146733,1338.858507,18279,8.163002577,66.63461107,1338.883391,1353.178737,1353.178737,1325.297946,226772377.3,12406.37207,12406.16978,18279,23.16484339,536.6099694,12406.1914,14137.45605,14137.45605,12309.43457,234939.8627,12.80657291,12.8529932,18279,0.159182368,0.025339026,12.85397889,13.41907501,13.41907501,12.67402077,22291006.91,1219.488077,1219.487221,18279,0.008747693,7.65221E-05,1219.487221,1219.61748,1219.61748,1219.44111,36643414.02,2004.670396,2004.672795,18279,0.023168237,0.000536767,2004.672795,2004.75375,2004.75375,2004.584908,1466130977,79696,80208.48936,18279,5877.311668,34542792.44,80423.53236,90519,90519,70445,544,0,0.029760928,18279,3.790565988,14.36839051,3.790682817,512,512,0,1
1,TOI-125,24472994.65,1338.146733,1338.858507,18279,8.163002577,66.63461107,1338.883391,1353.178737,1353.178737,1325.297946,226772377.3,12406.37207,12406.16978,18279,23.16484339,536.6099694,12406.1914,14137.45605,14137.45605,12309.43457,234939.8627,12.80657291,12.8529932,18279,0.159182368,0.025339026,12.85397889,13.41907501,13.41907501,12.67402077,22291006.91,1219.488077,1219.487221,18279,0.008747693,7.65221E-05,1219.487221,1219.61748,1219.61748,1219.44111,36643414.02,2004.670396,2004.672795,18279,0.023168237,0.000536767,2004.672795,2004.75375,2004.75375,2004.584908,1466130977,79696,80208.48936,18279,5877.311668,34542792.44,80423.53236,90519,90519,70445,544,0,0.029760928,18279,3.790565988,14.36839051,3.790682817,512,512,0,1
1,TOI-125,24472994.65,1338.146733,1338.858507,18279,8.163002577,66.63461107,1338.883391,1353.178737,1353.178737,1325.297946,226772377.3,12406.37207,12406.16978,18279,23.16484339,536.6099694,12406.1914,14137.45605,14137.45605,12309.43457,234939.8627,12.80657291,12.8529932,18279,0.159182368,0.025339026,12.85397889,13.41907501,13.41907501,12.67402077,22291006.91,1219.488077,1219.487221,18279,0.008747693,7.65221E-05,1219.487221,1219.61748,1219.61748,1219.44111,36643414.02,2004.670396,2004.672795,18279,0.023168237,0.000536767,2004.672795,2004.75375,2004.75375,2004.584908,1466130977,79696,80208.48936,18279,5877.311668,34542792.44,80423.53236,90519,90519,70445,544,0,0.029760928,18279,3.790565988,14.36839051,3.790682817,512,512,0,1
1,TOI-3693,1958348.257,1777.775556,1777.085533,1102,7.395785942,54.6976497,1777.100922,1789.681851,1789.681851,1764.723207,3828362.344,3474.853882,3474.013016,1102,25.305863,640.3867024,3474.105183,3519.06665,3519.06665,3339.304932,3030.404576,2.352703452,2.749913408,1102,0.96252987,0.926463751,2.913500902,8.259654045,8.259654045,2.317937613,1599336.056,1451.300901,1451.303136,1102,0.008631877,7.45093E-05,1451.303136,1451.31818,1451.31818,1451.291671,2139722.907,1941.676441,1941.67233,1102,0.021416588,0.00045867,1941.67233,1941.727401,1941.727401,1941.638684,29072282,26414.5,26381.38113,1102,354.9932464,126020.205,26383.76945,26986,26986,25788,1323520,0,1201.016334,1102,1864.204256,3475257.508,2217.588272,4096,4096,0,1
1,TOI-561,20445614.9,1526.756179,1528.987055,13372,7.949821802,63.19966668,1529.007722,1542.005424,1542.005424,1517.352524,305758693.7,22846.33008,22865.59181,13372,840.6982173,706773.4926,22881.04155,59089.86719,59089.86719,22227.94727,228720.6543,17.05202484,17.10444618,13372,0.420818555,0.177088256,17.10962207,26.01892281,26.01892281,16.86198997,23831586.92,1782.198867,1782.200637,13372,0.019123535,0.00036571,1782.200637,1782.333641,1782.333641,1782.097596,777043.5255,58.1516133,58.10974615,13372,0.121660775,0.014801344,58.1098735,58.39485658,58.39485658,57.58011184,2903044617,215492.5,217098.7599,13372,5723.846684,32762420.86,217174.2019,226472,226472,208722,4726928,0,353.494466,13372,3100.589645,9613656.148,3120.675325,32768,32768,0,1
1,TOI-1062,24472983.36,1338.146123,1338.857889,18279,8.162863765,66.63234484,1338.882773,1353.177888,1353.177888,1325.297569,465088741.5,25450.08984,25443.88322,18279,46.18889474,2133.413998,25443.92515,27961.14453,27961.14453,25292.4043,329510.7339,18.03072739,18.02673745,18279,0.099856897,0.0099714,18.02701402,18.28885269,18.28885269,17.82844162,24585497.48,1345.012712,1345.013265,18279,0.005906864,3.4891E-05,1345.013265,1345.04972,1345.04972,1344.893896,19494663.21,1066.512323,1066.506002,18279,0.028094343,0.000789292,1066.506003,1066.611741,1066.611741,1066.409471,1466130977,79696,80208.48936,18279,5877.311668,34542792.44,80423.53236,90519,90519,70445,1552,0,0.084906176,18279,6.559770871,43.03059388,6.560320338,512,512,0,1
1,TOI-1062,24472983.36,1338.146123,1338.857889,18279,8.162863765,66.63234484,1338.882773,1353.177888,1353.177888,1325.297569,465088741.5,25450.08984,25443.88322,18279,46.18889474,2133.413998,25443.92515,27961.14453,27961.14453,25292.4043,329510.7339,18.03072739,18.02673745,18279,0.099856897,0.0099714,18.02701402,18.28885269,18.28885269,17.82844162,24585497.48,1345.012712,1345.013265,18279,0.005906864,3.4891E-05,1345.013265,1345.04972,1345.04972,1344.893896,19494663.21,1066.512323,1066.506002,18279,0.028094343,0.000789292,1066.506003,1066.611741,1066.611741,1066.409471,1466130977,79696,80208.48936,18279,5877.311668,34542792.44,80423.53236,90519,90519,70445,1552,0,0.084906176,18279,6.559770871,43.03059388,6.560320338,512,512,0,1
1,TOI-849,1228569.044,1396.755118,1396.101187,880,6.052000677,36.62671219,1396.114304,1406.202984,1406.202984,1385.973781,2629673.678,2988.364136,2988.265543,880,3.063969775,9.387910784,2988.267114,2996.203613,2996.203613,2976.123047,1546.96727,1.743056834,1.757917352,880,0.056998069,0.00324878,1.758841152,2.071923971,2.071923971,1.739011168,1550203.4,1761.594998,1761.594773,880,0.001401286,1.9636E-06,1761.594773,1761.597611,1761.597611,1761.590222,1275354.843,1449.261214,1449.266867,880,0.016051307,0.000257644,1449.266867,1449.295194,1449.295194,1449.239762,7122819,8125.5,8094.1125,880,290.4953995,84387.57712,8099.323721,8579,8579,7608,163840,0,186.1818182,880,853.1922748,727937.0579,873.2701342,4096,4096,0,1
1,TOI-132,24473040.41,1338.149263,1338.86101,18279,8.163001552,66.63459434,1338.885895,1353.181198,1353.181198,1325.300413,124609997.5,6817.225586,6817.112399,18279,25.63749604,657.2812031,6817.160607,9316.013672,9316.013672,6750.163086,184541.9625,10.08901119,10.09584564,18279,0.09363347,0.008767227,10.09627983,10.48613262,10.48613262,9.942030907,21328712.12,1166.844557,1166.842394,18279,0.00946792,8.96415E-05,1166.842394,1166.961525,1166.961525,1166.732744,6148504.99,336.3773291,336.3698775,18279,0.031145685,0.000970054,336.3698789,336.4658613,336.4658613,336.260693,1466130977,79696,80208.48936,18279,5877.311668,34542792.44,80423.53236,90519,90519,70445,2080,0,0.113791783,18279,7.574967026,57.38012545,7.575821673,512,512,0,1
1,TOI-157,1585048.619,1337.98078,1338.723496,1184,8.133981574,66.16165624,1338.748207,1353.157696,1353.157696,1325.345445,2414855.185,2039.600464,2039.573636,1184,5.258906379,27.6560963,2039.580416,2049.858643,2049.858643,2009.287842,1786.801623,1.511552334,1.509122992,1184,0.023428982,0.000548917,1.509304847,1.577494383,1.577494383,1.469354987,1015394.365,857.5969649,857.5965918,1184,0.004799649,2.30366E-05,857.5965918,857.6015875,857.6015875,857.569182,405754.5606,342.6969349,342.6981086,1184,0.034293643,0.001176054,342.6981103,342.7820418,342.7820418,342.6492572,6322739,5304.5,5340.151182,1184,390.4345984,152439.1756,5354.405086,6033,6033,4698,1536,0,1.297297297,1184,25.73972098,662.5332359,25.77239252,512,512,0,1
1,LTT 9779,25030013.13,1367.052642,1367.76028,18300,8.119677339,65.9291601,1367.784381,1381.518428,1381.518428,1354.112982,630735226.3,34470.56641,34466.40581,18300,43.68340168,1908.239582,34466.43349,38156.50781,38156.50781,34268.91016,378610.8989,20.64108372,20.68912016,18300,0.101371765,0.010276235,20.68936851,21.02682686,21.02682686,20.58457756,3879310.56,211.9835687,211.9841836,18300,0.007445086,5.54293E-05,211.9841837,212.0189917,212.0189917,211.9364965,12039173.31,657.8809962,657.8783229,18300,0.034708235,0.001204662,657.8783239,658.0030857,658.0030857,657.7739461,1848593439,100506.5,101016.0349,18300,5846.190686,34177945.53,101185.0644,110922,110922,91190,16,0,0.000874317,18300,0.118272172,0.013988307,0.118275403,16,16,0,1
1,TOI-561,20445614.9,1526.756179,1528.987055,13372,7.949821802,63.19966668,1529.007722,1542.005424,1542.005424,1517.352524,305758693.7,22846.33008,22865.59181,13372,840.6982173,706773.4926,22881.04155,59089.86719,59089.86719,22227.94727,228720.6543,17.05202484,17.10444618,13372,0.420818555,0.177088256,17.10962207,26.01892281,26.01892281,16.86198997,23831586.92,1782.198867,1782.200637,13372,0.019123535,0.00036571,1782.200637,1782.333641,1782.333641,1782.097596,777043.5255,58.1516133,58.10974615,13372,0.121660775,0.014801344,58.1098735,58.39485658,58.39485658,57.58011184,2903044617,215492.5,217098.7599,13372,5723.846684,32762420.86,217174.2019,226472,226472,208722,4726928,0,353.494466,13372,3100.589645,9613656.148,3120.675325,32768,32768,0,1
1,TOI-561,20445614.9,1526.756179,1528.987055,13372,7.949821802,63.19966668,1529.007722,1542.005424,1542.005424,1517.352524,305758693.7,22846.33008,22865.59181,13372,840.6982173,706773.4926,22881.04155,59089.86719,59089.86719,22227.94727,228720.6543,17.05202484,17.10444618,13372,0.420818555,0.177088256,17.10962207,26.01892281,26.01892281,16.86198997,23831586.92,1782.198867,1782.200637,13372,0.019123535,0.00036571,1782.200637,1782.333641,1782.333641,1782.097596,777043.5255,58.1516133,58.10974615,13372,0.121660775,0.014801344,58.1098735,58.39485658,58.39485658,57.58011184,2903044617,215492.5,217098.7599,13372,5723.846684,32762420.86,217174.2019,226472,226472,208722,4726928,0,353.494466,13372,3100.589645,9613656.148,3120.675325,32768,32768,0,1
1,TOI-561,20445614.9,1526.756179,1528.987055,13372,7.949821802,63.19966668,1529.007722,1542.005424,1542.005424,1517.352524,305758693.7,22846.33008,22865.59181,13372,840.6982173,706773.4926,22881.04155,59089.86719,59089.86719,22227.94727,228720.6543,17.05202484,17.10444618,13372,0.420818555,0.177088256,17.10962207,26.01892281,26.01892281,16.86198997,23831586.92,1782.198867,1782.200637,13372,0.019123535,0.00036571,1782.200637,1782.333641,1782.333641,1782.097596,777043.5255,58.1516133,58.10974615,13372,0.121660775,0.014801344,58.1098735,58.39485658,58.39485658,57.58011184,2903044617,215492.5,217098.7599,13372,5723.846684,32762420.86,217174.2019,226472,226472,208722,4726928,0,353.494466,13372,3100.589645,9613656.148,3120.675325,32768,32768,0,1
1,TOI-561,20445614.9,1526.756179,1528.987055,13372,7.949821802,63.19966668,1529.007722,1542.005424,1542.005424,1517.352524,305758693.7,22846.33008,22865.59181,13372,840.6982173,706773.4926,22881.04155,59089.86719,59089.86719,22227.94727,228720.6543,17.05202484,17.10444618,13372,0.420818555,0.177088256,17.10962207,26.01892281,26.01892281,16.86198997,23831586.92,1782.198867,1782.200637,13372,0.019123535,0.00036571,1782.200637,1782.333641,1782.333641,1782.097596,777043.5255,58.1516133,58.10974615,13372,0.121660775,0.014801344,58.1098735,58.39485658,58.39485658,57.58011184,2903044617,215492.5,217098.7599,13372,5723.846684,32762420.86,217174.2019,226472,226472,208722,4726928,0,353.494466,13372,3100.589645,9613656.148,3120.675325,32768,32768,0,1
1,HD 1397,24473005.95,1338.147363,1338.859125,18279,8.162956183,66.63385365,1338.88401,1353.179265,1353.179265,1325.298632,4119628662,225330.3125,225374.9473,18279,223.8507896,50109.17602,225375.0585,228909.4844,228909.4844,224418.1563,927668.3394,50.75035858,50.75049726,18279,0.035557557,0.00126434,50.75050972,50.86944199,50.86944199,50.64650726,32464420.43,1776.050293,1776.050136,18279,0.007748508,6.00394E-05,1776.050136,1776.17999,1776.17999,1776.002636,15050444.72,823.3724816,823.373528,18279,0.018697801,0.000349608,823.3735282,823.4512998,823.4512998,823.2990256,1466130977,79696,80208.48936,18279,5877.311668,34542792.44,80423.53236,90519,90519,70445,4128,0,0.225832923,18279,10.71014179,114.7071372,10.71252247,512,512,0,1
1,HD 219666,24473023.01,1338.148304,1338.860059,18279,8.16298053,66.63425113,1338.884943,1353.180225,1353.180225,1325.29951,606964873.2,33207.00391,33205.58418,18279,48.2285235,2325.990479,33205.6192,37431.3125,37431.3125,32981.00781,375569.5011,20.55263138,20.54650151,18279,0.176551008,0.031170259,20.54726002,20.91853523,20.91853523,20.27015495,12353706.42,675.841371,675.8414802,18279,0.006826413,4.65999E-05,675.8414802,675.914579,675.914579,675.6870551,22817834.98,1248.308314,1248.308714,18279,0.009804662,9.61314E-05,1248.308714,1248.414844,1248.414844,1248.253422,1466130977,79696,80208.48936,18279,5877.311668,34542792.44,80423.53236,90519,90519,70445,2080,0,0.113791783,18279,7.574967026,57.38012545,7.575821673,512,512,0,1
1,HD 63935,24577822.5,1504.710973,1503.874595,16343,7.307220648,53.3954736,1503.892347,1516.091372,1516.091372,1491.637269,1711118971,104705.75,104700.4204,16343,191.6454815,36727.99058,104700.5958,112582.5313,112582.5313,104343.8047,572100.381,35.00355148,35.0058362,16343,0.06100857,0.003722046,35.00588936,35.70840073,35.70840073,34.92866898,4054385.137,248.0796562,248.0808381,16343,0.005672234,3.21742E-05,248.0808382,248.1087566,248.1087566,248.0678533,15795318.89,966.4775204,966.4883369,16343,0.072865548,0.005309388,966.4883397,966.6283932,966.6283932,966.3423521,3252548414,199620,199017.8311,16343,5261.212801,27680360.14,199087.3614,207814,207814,190207,1680,0,0.102796304,16343,6.946281684,48.25082924,6.947042271,512,512,0,1
1,TOI-451,22365320.16,1425.898754,1424.451956,15701,7.954552544,63.27490618,1424.474166,1436.852923,1436.852923,1410.905505,188628995.8,12018.24121,12013.82051,15701,198.2477206,39302.15871,12015.4561,20133.03125,20133.03125,11680.54395,199942.0603,12.59079647,12.73435197,15701,0.640954255,0.410822357,12.75047224,16.64838409,16.64838409,12.38070488,19678364.37,1253.321633,1253.319175,15701,0.026564874,0.000705693,1253.319176,1253.384085,1253.384085,1253.187799,10957150.33,697.8797678,697.8632141,15701,0.075370683,0.00568074,697.8632182,697.9402951,697.9402951,697.3006955,2226956551,142877,141835.3322,15701,5727.233423,32801202.68,141950.9164,150764,150764,132082,3694736,0,235.3185147,15701,953.1277006,908452.4137,981.747023,4096,4096,0,1
1,TOI-451,22365320.16,1425.898754,1424.451956,15701,7.954552544,63.27490618,1424.474166,1436.852923,1436.852923,1410.905505,188628995.8,12018.24121,12013.82051,15701,198.2477206,39302.15871,12015.4561,20133.03125,20133.03125,11680.54395,199942.0603,12.59079647,12.73435197,15701,0.640954255,0.410822357,12.75047224,16.64838409,16.64838409,12.38070488,19678364.37,1253.321633,1253.319175,15701,0.026564874,0.000705693,1253.319176,1253.384085,1253.384085,1253.187799,10957150.33,697.8797678,697.8632141,15701,0.075370683,0.00568074,697.8632182,697.9402951,697.9402951,697.3006955,2226956551,142877,141835.3322,15701,5727.233423,32801202.68,141950.9164,150764,150764,132082,3694736,0,235.3185147,15701,953.1277006,908452.4137,981.747023,4096,4096,0,1
1,TOI-451,22365320.16,1425.898754,1424.451956,15701,7.954552544,63.27490618,1424.474166,1436.852923,1436.852923,1410.905505,188628995.8,12018.24121,12013.82051,15701,198.2477206,39302.15871,12015.4561,20133.03125,20133.03125,11680.54395,199942.0603,12.59079647,12.73435197,15701,0.640954255,0.410822357,12.75047224,16.64838409,16.64838409,12.38070488,19678364.37,1253.321633,1253.319175,15701,0.026564874,0.000705693,1253.319176,1253.384085,1253.384085,1253.187799,10957150.33,697.8797678,697.8632141,15701,0.075370683,0.00568074,697.8632182,697.9402951,697.9402951,697.3006955,2226956551,142877,141835.3322,15701,5727.233423,32801202.68,141950.9164,150764,150764,132082,3694736,0,235.3185147,15701,953.1277006,908452.4137,981.747023,4096,4096,0,1
1,TOI-905,30936403.98,1638.578447,1639.01478,18875,8.243253121,67.95122201,1639.035509,1652.894964,1652.894964,1624.958942,143155919.9,7583.462402,7584.419597,18875,23.19635421,538.0708488,7584.455069,7671.867188,7671.867188,7428.529785,222905.5826,10.97130203,11.80956729,18875,1.645564086,2.707881162,11.9236639,16.13911819,16.13911819,10.43392277,33444799.96,1771.909455,1771.909932,18875,0.004735619,2.24261E-05,1771.909932,1771.931032,1771.931032,1771.892519,10588785.87,561.0004747,560.9952777,18875,0.0126493,0.000160005,560.9952778,561.0341093,561.0341093,560.9559994,5593043602,296006,296320.1908,18875,5935.16134,35226140.13,296379.6242,306314,306314,286200,60788736,0,3220.595285,18875,5103.102764,26041657.82,6034.392414,12288,12288,0,1
1,TOI-1478,1633199.057,1503.869845,1503.866535,1086,7.311871331,53.46346237,1503.88431,1516.078308,1516.078308,1491.661167,13247487.67,12187.93896,12198.42327,1086,41.67927062,1737.161599,12198.49447,12262.55469,12262.55469,12050.9668,3592.247491,3.307695031,3.307778537,1086,0.009947249,9.89478E-05,3.307793493,3.415990114,3.415990114,3.290616274,211791.1565,195.0180707,195.0194812,1086,0.012478018,0.000155701,195.0194816,195.0448642,195.0448642,194.9937457,466983.9701,429.9976755,430.0036557,1086,0.023002278,0.000529105,430.0036563,430.0397916,430.0397916,429.9621772,14407791,13267,13266.84254,1086,350.963011,123175.0351,13271.48394,13853,13853,12681,1024,0,0.942909761,1086,21.95178167,481.8807186,21.97202306,512,512,0,1
1,TOI-1296,2070176.783,1697.37482,1696.866216,1220,7.872891925,61.98242726,1696.884479,1710.176894,1710.176894,1683.385278,8416413.943,6900.79248,6898.699954,1220,10.23567012,104.7689429,6898.707547,6913.584473,6913.584473,6845.315918,3506.771419,2.862440109,2.874402802,1220,0.048019442,0.002305867,2.874803878,3.000781298,3.000781298,2.797201395,2439528.9,1999.616157,1999.613853,1220,0.004469212,1.99739E-05,1999.613853,1999.624067,1999.624067,1999.606335,2349807.624,1926.071398,1926.071823,1220,0.007620849,5.80773E-05,1926.071823,1926.08913,1926.08913,1926.056555,27487926,22555.5,22531.08689,1220,377.8995278,142808.0531,22534.2558,23170,23170,21884,0,0,0,1220,0,0,0,0,0,0,1
1,TOI-2421,1228568.631,1396.754645,1396.100717,880,6.052004981,36.62676429,1396.113834,1406.202527,1406.202527,1385.973308,6813088.042,7742.981445,7742.145503,880,5.731427466,32.84926079,7742.147624,7753.174805,7753.174805,7711.38623,2444.793687,2.753039479,2.778174644,880,0.094037125,0.008842981,2.779765698,3.270472527,3.270472527,2.746987581,381623.7962,433.6633366,433.6634048,880,0.000948593,8.99829E-07,433.6634048,433.666823,433.666823,433.6611372,1368365.102,1554.96528,1554.960343,880,0.009850885,9.70399E-05,1554.960343,1554.975906,1554.975906,1554.944394,7122819,8125.5,8094.1125,880,290.4953995,84387.57712,8099.323721,8579,8579,7608,282624,0,321.1636364,880,2101.252776,4415263.228,2125.655031,32768,32768,0,1
1,TOI-2567,2070177.996,1697.375831,1696.86721,1220,7.872985816,61.98390565,1696.885474,1710.178031,1710.178031,1683.386096,3421705.225,2805.521973,2804.676414,1220,4.921422393,24.22039837,2804.680732,2816.628906,2816.628906,2786.438477,2737.922195,2.233662724,2.244198521,1220,0.040654399,0.00165278,2.244566725,2.354538441,2.354538441,2.182570219,1327508.594,1088.126379,1088.121799,1220,0.007318691,5.35632E-05,1088.121799,1088.135348,1088.135348,1088.111618,244417.6927,200.3417017,200.342371,1220,0.009360257,8.76144E-05,200.3423713,200.3661261,200.3661261,200.3290907,27487926,22555.5,22531.08689,1220,377.8995278,142808.0531,22534.2558,23170,23170,21884,0,0,0,1220,0,0,0,0,0,0,1
